897.42456,
897.42029,
897.42151,
897.42407,
897.47113,
897.42798,
897.39331,
897.34784,
897.27643,
897.20581,
897.13983,
897.08234,
897.03589,
897.00385,
896.97845,
896.94165,
896.88812,
896.81512,
896.74286,
896.70203,
896.66791,
896.61664,
896.55078,
896.47833,
896.41339,
896.34796,
897.52094,
897.49963,
897.47534,
897.47638,
897.42517,
897.37518,
897.35168,
897.30164,
897.22778,
897.15955,
897.09106,
897.02832,
896.97638,
896.94995,
896.93512,
896.91760,
896.87292,
896.80286,
896.73383,
896.69025,
896.66718,
896.62823,
896.56091,
896.48517,
896.41687,
896.35559,
897.49255,
897.43591,
897.43530,
897.40741,
897.34851,
897.34473,
897.31219,
897.25037,
897.17029,
897.09766,
897.03125,
896.97186,
896.92578,
896.89673,
896.88812,
896.88470,
896.85638,
896.80042,
896.73547,
896.68640,
896.65955,
896.62787,
896.56763,
896.49622,
896.43445,
896.38196,
897.36078,
897.40338,
897.38757,
897.34802,
897.34253,
897.31995,
897.28180,
897.22113,
897.12769,
897.03864,
896.97546,
896.93353,
896.89929,
896.87451,
896.85669,
896.84784,
896.82654,
896.78741,
896.73926,
896.68170,
896.64844,
896.61334,
896.56598,
896.50507,
896.45844,
896.42242,
897.32062,
897.34540,
897.33612,
897.33240,
897.32361,
897.30017,
897.25531,
897.18512,
897.08130,
896.98657,
896.92932,
896.90155,
896.87817,
896.84796,
896.81586,
896.78363,
896.76788,
896.75165,
896.73029,
896.69403,
896.65515,
896.61475,
896.56995,
896.52466,
896.48218,
896.44586,
897.25171,
897.24792,
897.28094,
897.29242,
897.27600,
897.24371,
897.18915,
897.10754,
897.01154,
896.94214,
896.90582,
896.88385,
896.85938,
896.82623,
896.78259,
896.74207,
896.72302,
896.72546,
896.72693,
896.71002,
896.66974,
896.62500,
896.58539,
896.54871,
896.49908,
896.45471,
897.17029,
897.19489,
897.21912,
897.21979,
897.20752,
897.17560,
897.11157,
897.03467,
896.96942,
896.92926,
896.90253,
896.87689,
896.83954,
896.79395,
896.75012,
896.71802,
896.69989,
896.70038,
896.70789,
896.70624,
896.67377,
896.63055,
896.59778,
896.56879,
896.52374,
896.47052,
897.10059,
897.12628,
897.14648,
897.14771,
897.13940,
897.10181,
897.04456,
896.98480,
896.94745,
896.92358,
896.89337,
896.85681,
896.80884,
896.74792,
896.70068,
896.67523,
896.65967,
896.66504,
896.67456,
896.67786,
896.66199,
896.63031,
896.60779,
896.59326,
896.56561,
896.51831,
897.03046,
897.04236,
897.05927,
897.06580,
897.05902,
897.03088,
896.99255,
896.96118,
896.94031,
896.91211,
896.87793,
896.83429,
896.77753,
896.71472,
896.66156,
896.62292,
896.60529,
896.61829,
896.64758,
896.66925,
896.67065,
896.64984,
896.63287,
896.62280,
896.61035,
896.57184,
896.98517,
896.98895,
896.99634,
897.00415,
897.00500,
896.99591,
896.98303,
896.96930,
896.95026,
896.91534,
896.86902,
896.81848,
896.76306,
896.70599,
896.64624,
896.59729,
896.56744,
896.58234,
896.62946,
896.67346,
896.69269,
896.68280,
896.66223,
896.64514,
896.63202,
896.61639,
896.96112,
896.96411,
896.96643,
896.97504,
896.98132,
896.98755,
896.99530,
896.99194,
896.96661,
896.91919,
896.85828,
896.80505,
896.75549,
896.70483,
896.63611,
896.59235,
896.57074,
896.58423,
896.62964,
896.67596,
896.70563,
896.71057,
896.69202,
896.66730,
896.65350,
896.65070,
896.95496,
896.96637,
896.97723,
896.98175,
896.98602,
896.99945,
897.01434,
897.00854,
896.97589,
896.91833,
896.85370,
896.79803,
896.75745,
896.71368,
896.65472,
896.61829,
896.60870,
896.62622,
896.65424,
896.68311,
896.71039,
896.73016,
896.72614,
896.70782,
896.69354,
896.69183,
896.96777,
896.98950,
897.00299,
897.00452,
897.00543,
897.01440,
897.02026,
897.00916,
896.97900,
896.93066,
896.86908,
896.80878,
896.77295,
896.73761,
896.69550,
896.67407,
896.67712,
896.69580,
896.71289,
896.72369,
896.73895,
896.75464,
896.76147,
896.74536,
896.73132,
896.72607,
896.99677,
897.01111,
897.01965,
897.02301,
897.02155,
897.02063,
897.01935,
897.00781,
896.98187,
896.94666,
896.90277,
896.84558,
896.80615,
896.77716,
896.75439,
896.74896,
896.77332,
896.79858,
896.81641,
896.80933,
896.80621,
896.80560,
896.80554,
896.79108,
896.77881,
896.76947,
897.02448,
897.02271,
897.02014,
897.02039,
897.01941,
897.01666,
897.01215,
897.00153,
896.97845,
896.95227,
896.93170,
896.90204,
896.87378,
896.85248,
896.85132,
896.86237,
896.89221,
896.91064,
896.91565,
896.90198,
896.88495,
896.87128,
896.86310,
896.85419,
896.84113,
896.83081,
897.02942,
897.03094,
897.03046,
897.02582,
897.01447,
897.00336,
896.99487,
896.98096,
896.96423,
896.95355,
896.95001,
896.95209,
896.95477,
896.95526,
896.96295,
896.98254,
897.00061,
897.01263,
897.01263,
896.99133,
896.96594,
896.94092,
896.92737,
896.92053,
896.90765,
896.89832,
897.03802,
897.04053,
897.02728,
897.02020,
896.99463,
896.97607,
896.98505,
896.97363,
896.95630,
896.95813,
896.96667,
896.98724,
897.01819,
897.03937,
897.05066,
897.07062,
897.09320,
897.10254,
897.09351,
897.07306,
897.03882,
897.01007,
896.99390,
896.99310,
896.98120,
896.96082,
897.02496,
897.02032,
897.00775,
896.99286,
896.97559,
896.98798,
896.95209,
896.95789,
897.00171,
897.00000,
897.01367,
897.04114,
897.07312,
897.09125,
897.10522,
897.11890,
897.13861,
897.14197,
897.12830,
897.11133,
897.10089,
897.09204,
897.11383,
897.07983,
897.06378,
897.02960,
896.98730,
896.98236,
896.99762,
897.00006,
896.97290,
896.90723,
896.93353,
896.96509,
897.02094,
897.05243,
897.07385,
897.08917,
897.11908,
897.13501,
897.13965,
897.14050,
897.15039,
897.15894,
897.15088,
897.13446,
897.12744,
897.13458,
897.14624,
897.15021,
897.14282,
897.10425,
896.94855,
896.94702,
896.98230,
897.00610,
896.97876,
896.96429,
896.91821,
896.97314,
897.04364,
897.08142,
897.13800,
897.13159,
897.15594,
897.17676,
897.17755,
897.16956,
897.16095,
897.16937,
897.17975,
897.18195,
897.17834,
897.17731,
897.19196,
897.21698,
897.22137,
897.19971,
896.91266,
896.90436,
896.93738,
896.98273,
896.97284,
896.94775,
896.96667,
897.01862,
897.09381,
897.12402,
897.19360,
897.17151,
897.18011,
897.19366,
897.20374,
897.20526,
897.19757,
897.19171,
897.20496,
897.23279,
897.26563,
897.28088,
897.29077,
897.30133,
897.30365,
897.28357,
896.88672,
896.85809,
896.88428,
896.94220,
896.98083,
896.95111,
896.99750,
897.05011,
897.09393,
897.16223,
897.21075,
897.20056,
897.16144,
897.18939,
897.21039,
897.22656,
897.23712,
897.24152,
897.25146,
897.28363,
897.32739,
897.37073,
897.40076,
897.41522,
897.41565,
897.39508,
896.85162,
896.83069,
896.85345,
896.89716,
896.94897,
896.98108,
897.02155,
897.05121,
897.10034,
897.15985,
897.19092,
897.20465,
897.17249,
897.18176,
897.23273,
897.25977,
897.28088,
897.29724,
897.31366,
897.34003,
897.38074,
897.43268,
897.48376,
897.52960,
897.55139,
897.54175,
896.78680,
896.79047,
896.79340,
896.81366,
896.84906,
896.90179,
896.96710,
897.01538,
897.05670,
897.10443,
897.15375,
897.18719,
897.17322,
897.19861,
897.27277,
897.32495,
897.35052,
897.36713,
897.38611,
897.42358,
897.45844,
897.49646,
897.53668,
897.59973,
897.65619,
897.67761,
896.71173,
896.73322,
896.74463,
896.75531,
896.78351,
896.81042,
896.88037,
896.94354,
897.00586,
897.05133,
897.10730,
897.16174,
897.19434,
897.23633,
897.33368,
897.40210,
897.43384,
897.45837,
897.48102,
897.51117,
897.54089,
897.55835,
897.57538,
897.61835,
897.68292,
897.73254,
896.64825,
896.66528,
896.68103,
896.70300,
896.73425,
896.79596,
896.85718,
896.91333,
896.97241,
897.02173,
897.07874,
897.14148,
897.19739,
897.26538,
897.37830,
897.43970,
897.47272,
897.49835,
897.53284,
897.57074,
897.59918,
897.60876,
897.60687,
897.62036,
897.66919,
897.72308,
896.57178,
896.59766,
896.61499,
896.64954,
896.70557,
896.79504,
896.87799,
896.95502,
897.00409,
897.04419,
897.07568,
897.11945,
897.19678,
897.28461,
897.39325,
897.45557,
897.48901,
897.50757,
897.53564,
897.57098,
897.60156,
897.62018,
897.62567,
897.63007,
897.65979,
897.70673,
896.53967,
896.57001,
896.58881,
896.62152,
896.68762,
896.77557,
896.86780,
896.94910,
897.00696,
897.07465,
897.14746,
897.17047,
897.22278,
897.29889,
897.38702,
897.44232,
897.47601,
897.49683,
897.51312,
897.53754,
897.56494,
897.59283,
897.61761,
897.63220,
897.65033,
897.68579,
896.51691,
896.56042,
896.58533,
896.62067,
896.68799,
896.78357,
896.87482,
896.94647,
897.00232,
897.07648,
897.17896,
897.21906,
897.24048,
897.30695,
897.37140,
897.41718,
897.44952,
897.47461,
897.49329,
897.50879,
897.53015,
897.55963,
897.59680,
897.62817,
897.64783,
897.66565,
896.50116,
896.55634,
896.60638,
896.65887,
896.73193,
896.81836,
896.90466,
896.96179,
897.01245,
897.08850,
897.15588,
897.19989,
897.26617,
897.32251,
897.36938,
897.40692,
897.43756,
897.46198,
897.48370,
